Subject Area Name,Subject Acronym,Class Number,Class Name
Environment,ENVIRON ,170,Environmental Science Colloquium
Environment,ENVIRON ,175,Programming with Big Environmental Datasets
Environment,ENVIRON ,180A,Practicum in Environmental Science
Environment,ENVIRON ,180B,Practicum in Environmental Science
Environment,ENVIRON ,180C,Practicum in Environmental Science
Environment,ENVIRON ,185A,Sustainability Talks
Environment,ENVIRON ,185B,Sustainability Action Research
Environment,ENVIRON ,185C,Sustainability Action Research Leaders
Environment,ENVIRON ,186,Comparative Sustainability Practices in Local/Global Settings
Environment,ENVIRON ,188A,Special Courses in Environment
Environment,ENVIRON ,188B,Special Courses in Environment
Environment,ENVIRON ,188SA,Individual Studies for USIE Facilitators
Environment,ENVIRON ,188SB,Individual Studies for USIE Facilitators
Environment,ENVIRON ,188SC,Individual Studies for USIE Facilitators
Environment,ENVIRON ,189,Advanced Honors Seminars
Environment,ENVIRON ,189HC,Honors Contracts
Environment,ENVIRON ,M192,Undergraduate Practicum in English: Journals
Environment,ENVIRON ,193,Journal Club Seminars: Environment
Environment,ENVIRON ,195,Community or Corporate Internships in Environmental Science
Environment,ENVIRON ,198,Honors Research in Environmental Science
Environment,ENVIRON ,199,Directed Research in Environment
Environment,ENVIRON ,200A,Issues and Methods in Environment and Sustainability
Environment,ENVIRON ,200B,Issues and Methods in Environment and Sustainability
Environment,ENVIRON ,M235,Modern Environmental Statistics
Environment,ENVIRON ,240,"Food, Energy, and Water Systems Management Seminar"
Environment,ENVIRON ,241,"Food, Energy, and Water Management in Urban Systems Field Laboratory"
Environment,ENVIRON ,M242,Science Communications and Environmental Media
Environment,ENVIRON ,250,Tools for Sustainability Assessment
Environment,ENVIRON ,C259,Life-Cycle Assessment
Environment,ENVIRON ,260,"Information, Technology, Business, and Society"
Environment,ENVIRON ,277,Leaders in Sustainability
Environment,ENVIRON ,290,Seminar in Environment and Sustainability
Environment,ENVIRON ,297A,Advanced Topics in Environment and Sustainability
Environment,ENVIRON ,297B,Advanced Topics in Environment and Sustainability
Environment,ENVIRON ,375,Teaching Apprentice Practicum
Environment,ENVIRON ,400,Environmental Science and Engineering Problems Course
Environment,ENVIRON ,M412,Effective Technical Writing
Environment,ENVIRON ,M413,Advanced Technical Writing
Environment,ENVIRON ,M414,Effective Oral Presentation
Environment,ENVIRON ,M415,Advanced Oral Presentation
Environment,ENVIRON ,501,Cooperative Program
Environment,ENVIRON ,596,Directed Individual or Tutorial Studies
Environment,ENVIRON ,599,Doctoral Dissertation Research
Education,EDUC ,10,Introduction to Educational Issues and Scholarship
Education,EDUC ,11,"Education, Equality, and Future of American Society: Problems, Prospects, and Policies"
Education,EDUC ,19,Fiat Lux Freshman Seminars
Education,EDUC ,35,Introduction to Inquiry and Research in Education
Education,EDUC ,88S,Caring in Our Own Contexts: Case Study By You
Education,EDUC ,89,Honors Seminars
Education,EDUC ,89HC,Honors Contracts
Education,EDUC ,92F,Academic Success in Undergraduate Experience
Education,EDUC ,98,Critical Issues in Education
Education,EDUC ,98T,How Stress of Racism Affects Learning: Examining Academic and Psychological Outcomes of Racial-Ethnic Disparities in Education
Education,EDUC ,99,Student Research Program
Education,EDUC ,100,Introduction to Philosophy of Education
Education,EDUC ,C101,History of Higher Education
Education,EDUC ,M102,Mexican Americans and Schools
Education,EDUC ,M103,Asian American Education and Schooling
Education,EDUC ,M104,Introduction to Arts Education for Multiple Publics: Theory and Practice
Education,EDUC ,104A,Introduction to Exceptional Learners
Education,EDUC ,105,Early Childhood Education and Policy
Education,EDUC ,106A,Education and Law
Education,EDUC ,106B,"Lesbian, Gay, Bisexual, and Transgender Issues in Education and Law"
Education,EDUC ,107A,"Race, Class, and Education Inequality in U.S."
Education,EDUC ,107B,"Race and Education: Access, Equity, and Achievement"
Education,EDUC ,M108,Sociology of Education
Education,EDUC ,109A,Globalization and Learning
Education,EDUC ,109B,Global Citizenship Education
Education,EDUC ,109C,Comparative Educational Policies and Practices
Education,EDUC ,110,Policy Analysis and Real Politics of Education
Education,EDUC ,C111,Politics of Education
Education,EDUC ,117,Road Trip: Exploring College Campus Cultures across U.S.
Education,EDUC ,118,Sociology of Community Colleges
Education,EDUC ,119,Variable Topics in Histories and Philosophies of Education
Education,EDUC ,120,Early Childhood Development
Education,EDUC ,M121,Introduction to Media Literacies
Education,EDUC ,122,Literacy in Society
Education,EDUC ,123,Teaching Profession
Education,EDUC ,C124,History of Higher Education
Education,EDUC ,C125,Politics of Education
Education,EDUC ,126,"Language, Literacy, and Academic Development: Educational Considerations for School-Age Multilingual and English Language Learner Students"
Education,EDUC ,127,Educational Psychology
Education,EDUC ,129,Education and Law
Education,EDUC ,M129XP,Arts Education Undergraduate Practicum and Capstone Project
Education,EDUC ,130,"Race, Class, and Education Inequality in U.S."
Education,EDUC ,130AX,Instructional Apprenticeship in Teaching and Learning at UCLA Lab School
Education,EDUC ,130BX,Instructional Apprenticeship in Teaching and Learning at UCLA Partner Schools
Education,EDUC ,130CX,Instructional Apprenticeship in Teaching and Learning at UCLA Community Schools
Education,EDUC ,132,"Autism: Mind, Brain, and Education"
Education,EDUC ,133,Topics in Child Development and Social Policies
Education,EDUC ,134,Early Childhood Mathematics Education (Effective Fall 2021 )
Education,EDUC ,134,Introduction to Exceptional Learners
Education,EDUC ,M135,Environmental Justice through the Lens of Media and Education
Education,EDUC ,M136,Working Families and Educational Inequalities in Urban Schools
Education,EDUC ,137,Critical Digital Media Literacies
Education,EDUC ,138,Cognitive Development and Schooling
Education,EDUC ,139,Educational Program Evaluation
Education,EDUC ,139,"Social Context of Learners in K-12: Diversity, Residential Mobility, Immigration, and Food Security Conditions in California (Effective Fall 2021 )"
Education,EDUC ,140,Educational Perspectives of Relational Practices in Modern Medicine
Education,EDUC ,141,Adolescent Development
Education,EDUC ,143,Understanding Pathways to College
Education,EDUC ,144,Pedagogies of Global Citizenship Education
Education,EDUC ,M145C,Alternatives to Violence: Peer Mediation in Public Schools
Education,EDUC ,147,"Lesbian, Gay, Bisexual, and Transgender Issues in Education and Law"
Education,EDUC ,149,Variable Topics in Contexts of Teaching and Learning
Education,EDUC ,150,Introduction to Quantitative Research in Education: Claims and Evidence
Education,EDUC ,150,Quantitative Research in Education: Claims and Evidence     nd Evidence (Effective Fall 2021 )
Education,EDUC ,151,Introduction to Measurement and Assessment in Education
Education,EDUC ,151,Quantitative Research in Education: Measurement and Assessment (Effective Fall 2021 )
Education,EDUC ,152,Introduction to Quantitative Research in Education: Regression Analysis (Effective Spring 2021 )
Education,EDUC ,152,Quantitative Research in Education: Regression Analysis     on Analysis (Effective Fall 2021 )
Education,EDUC ,152A,Globalization and Learning
Education,EDUC ,152B,Global Citizenship Education
Education,EDUC ,152C,Global Citizenship Education
Education,EDUC ,156,Introduction to Qualitative Research in Education for Social Transformation
Education,EDUC ,157,Qualitative Research in Education: Ethnography
Education,EDUC ,159,Educational Research and Equity in Informal Learning: Collaboration between Hammer Museum and UCLA Education
Education,EDUC ,159,Educational Research and Equity in Informal Learning: Collaboration between Hammer Museum and UCLA Education (Effective Fall 2021 )
Education,EDUC ,160,Transformative Research in Community-Based Settings
Education,EDUC ,C160,Theory and Practice of Intergroup Dialogue: Building Facilitation Skills
Education,EDUC ,162,Policy Analysis and Real Politics of Education
Education,EDUC ,CM163,"Narratives of Justice: Disrupting School-to-Prison Pipeline--Arts, Activism, and Agency"
Education,EDUC ,164,"Race and Education: Access, Equity, and Achievement"
Education,EDUC ,165,Educational Program Evaluation
Education,EDUC ,166,"Language, Literacy, and Academic Development: Educational Considerations for School-Age Multilingual and English Language Learner Students"
Education,EDUC ,169,Variable Topics in Inquiry and Design
Education,EDUC ,170,An Exploration of Topics in Education
Education,EDUC ,170C,Experiential Learning in Secondary Classrooms: Health
Education,EDUC ,170D,Experiential Learning in Secondary Classrooms: Law
Education,EDUC ,170E,Experiential Learning in Secondary Classrooms: Technology
Education,EDUC ,171,Community Service Learning for Academic Achievement
Education,EDUC ,172,Activism Through Community Service
Education,EDUC ,173,Dialog Across Difference
Education,EDUC ,174A,Experiential Learning in Secondary Classrooms: Health
Education,EDUC ,174B,Experiential Learning in Secondary Classrooms: Law
Education,EDUC ,174C,Experiential Learning in Secondary Classrooms: Technology
Education,EDUC ,175A,Educational Innovations in Sport and Entertainment in Context of Diversity
Education,EDUC ,175B,"Educational Leadership and Diversity in Sports: Equity, Access, and Future Prospects"
Education,EDUC ,175C,"Education, Hip-Hop Culture, and Sport"
Education,EDUC ,175D,Education of Contemporary Athletes: Leadership Themes and Principles
Education,EDUC ,176,Transformative Research in Community-Based Settings: Practice
Education,EDUC ,CM178,Critical Media Literacy and Politics of Gender: Theory and Production
Education,EDUC ,CM178L,Critical Media Literacy and Politics of Gender: Laboratory
Education,EDUC ,180,Orientation to Community Engagement
Education,EDUC ,181,Capstone in Education and Social Transformation
Education,EDUC ,184,Variable Topics in Teaching and Learning
Education,EDUC ,185,Community Service Learning for Academic Achievement
Education,EDUC ,187,Variable Topics in Education
Education,EDUC ,188A,Transformative Research in Community-Based Settings
Education,EDUC ,188B,Transformative Research in Community-Based Settings
Education,EDUC ,188SA,Individual Studies for USIE Facilitators
Education,EDUC ,188SB,Individual Studies for USIE Facilitators
Education,EDUC ,188SC,Individual Studies for USIE Facilitators
Education,EDUC ,189,Advanced Honors Seminars
Education,EDUC ,189HC,Honors Contracts
Education,EDUC ,M190,"Arts Education Undergraduate Practicum: Preparation, Observation, and Practice"
Education,EDUC ,M190SL,Arts Education Undergraduate Practicum and Capstone Project
Education,EDUC ,191A,Current Issues in Education
Education,EDUC ,191B,Current Issues in Education
Education,EDUC ,191C,Current Issues in Education
Education,EDUC ,191D,Current Issues in Education
Education,EDUC ,191E,Current Issues in Education
Education,EDUC ,C192A,Practicum in Intergroup Dialogue Facilitation
Education,EDUC ,M194A,"Language, Literacy, and Human Development Research Group Seminars"
Education,EDUC ,M194B,"Culture, Gender, and Human Development Research Group Seminars"
Education,EDUC ,M194C,"Culture, Communications, and Human Development Research Group Seminars"
Education,EDUC ,195,Community Internships in Education
Education,EDUC ,195CE,Community or Corporate Internships in Education
Education,EDUC ,195CE,Community or Corporate Internships in Education (Effective Fall 2021 )
Education,EDUC ,196C,Instructional Apprenticeship in Teaching and Learning at UCLA Lab School
Education,EDUC ,196D,Instructional Apprenticeship in Teaching and Learning at UCLA Partner Schools
Education,EDUC ,196R,Research Apprenticeship in Education
Education,EDUC ,197,Individual Studies in Education
Education,EDUC ,199,Directed Research or Senior Project in Education
Education,EDUC ,200A,Historical Research and Writing
Education,EDUC ,200B,Survey Research Methods in Education  
Education,EDUC ,200D,Research Methods: Special Topics
Education,EDUC ,M201C,History of American Education
Education,EDUC ,202,Evaluation Theory  
Education,EDUC ,204A,Introduction to Education and Social Sciences
Education,EDUC ,204B,Introduction to Comparative Education  
Education,EDUC ,204C,Education and National Development
Education,EDUC ,204D,Minority Education in Cross-Cultural Perspective
Education,EDUC ,204E,International Efforts in Education
Education,EDUC ,204F,Nonformal Education in Comparative Perspective  
Education,EDUC ,206A,Philosophy of Education: Introduction  
Education,EDUC ,C207,Politics of Education
Education,EDUC ,C207,Politics of Education (Effective Fall 2021 )
Education,EDUC ,208A,Perspectives on Sociology of Education
Education,EDUC ,208B,"(Im)migrant Youth, Ethnography, and Education"
Education,EDUC ,C209A,History of Higher Education
Education,EDUC ,C209A,History of Higher Education (Effective Fall 2021 )
Education,EDUC ,209C,Research and Evaluation in Higher Education
Education,EDUC ,211A,Educational and Psychological Measurement: Underlying Theory and Practice
Education,EDUC ,211B,Educational and Psychological Measurement: Generalizability Theory
Education,EDUC ,211C,Advanced Item Response Theory
Education,EDUC ,212A,Learning and Education  
Education,EDUC ,212B,Motivation and Affect in Educative Process
Education,EDUC ,217A,Social Development and Education
Education,EDUC ,217B,Cognitive Development and Education
